Date,AUD,EUR,CAD,GBP,CHF
2003-01-02,1.7765,0.9652,1.575,0.626,1.4015
2003-01-03,1.7683,0.9599,1.5665,0.6232,1.3975
2003-01-06,1.7355,0.9552,1.5598,0.6219,1.3928
2003-01-07,1.7382,0.9598,1.559,0.6229,1.3983
2003-01-08,1.7394,0.9572,1.5613,0.6225,1.3963
2003-01-09,1.7346,0.9554,1.5541,0.6236,1.3943
2003-01-10,1.7182,0.9492,1.5502,0.6219,1.386
2003-01-13,1.7144,0.9492,1.5423,0.6238,1.3868
2003-01-14,1.7147,0.946,1.5396,0.6223,1.384
2003-01-15,1.71,0.9455,1.5353,0.6239,1.3829
2003-01-16,1.7036,0.9462,1.5366,0.6222,1.3828
2003-01-17,1.6923,0.9381,1.5355,0.6183,1.3678
2003-01-21,1.7044,0.9366,1.5332,0.6202,1.3687
2003-01-22,1.7059,0.9321,1.5324,0.6187,1.3629
2003-01-23,1.6926,0.9288,1.524,0.616,1.358
2003-01-24,1.6886,0.9238,1.522,0.6127,1.3528
2003-01-27,1.6961,0.9227,1.5246,0.6116,1.3554
2003-01-28,1.6987,0.9231,1.5359,0.6098,1.356
2003-01-29,1.6926,0.9207,1.5235,0.6076,1.3512
2003-01-30,1.703,0.928,1.531,0.6067,1.3629
2003-01-31,1.7065,0.9312,1.5286,0.608,1.3683
2003-02-03,1.7114,0.9293,1.5207,0.6096,1.3631
2003-02-04,1.6932,0.9195,1.5146,0.6068,1.3493
2003-02-05,1.6943,0.9223,1.5195,0.6077,1.354
2003-02-06,1.692,0.9235,1.5213,0.6115,1.3541
2003-02-07,1.6941,0.9258,1.5215,0.6141,1.3584
2003-02-10,1.6966,0.9311,1.5315,0.6144,1.366
2003-02-11,1.6969,0.9305,1.5303,0.6176,1.3653
2003-02-12,1.6949,0.9332,1.529,0.619,1.37
2003-02-13,1.6779,0.923,1.5199,0.6169,1.3559
2003-02-14,1.6889,0.926,1.5191,0.6209,1.3618
2003-02-18,1.6915,0.9339,1.515,0.6281,1.3745
2003-02-19,1.6827,0.9308,1.514,0.6267,1.3697
2003-02-20,1.6708,0.9241,1.5047,0.6279,1.356
2003-02-21,1.6745,0.927,1.5052,0.6304,1.3618
2003-02-24,1.651,0.9274,1.4944,0.6305,1.3592
2003-02-25,1.6521,0.9275,1.4928,0.6358,1.3538
2003-02-26,1.6461,0.9262,1.4939,0.6327,1.355
2003-02-27,1.6518,0.9291,1.4954,0.633,1.3598
2003-02-28,1.6461,0.9277,1.488,0.6354,1.3557
2003-03-03,1.6297,0.9229,1.4853,0.6347,1.3468
2003-03-04,1.6295,0.9189,1.4775,0.6321,1.34
2003-03-05,1.6231,0.9118,1.4727,0.6249,1.3299
2003-03-06,1.6281,0.9093,1.4714,0.6231,1.3314
2003-03-07,1.6295,0.9079,1.4665,0.6242,1.3338
2003-03-10,1.6242,0.904,1.4659,0.6247,1.3247
2003-03-11,1.6556,0.9068,1.4725,0.6235,1.3316
2003-03-12,1.6781,0.9072,1.4728,0.62,1.3315
2003-03-13,1.6832,0.92,1.4855,0.6228,1.349
2003-03-14,1.6762,0.9324,1.4822,0.6321,1.369
2003-03-17,1.6886,0.9429,1.4835,0.6377,1.3845
2003-03-18,1.6872,0.9413,1.4788,0.64,1.3843
2003-03-19,1.6912,0.9443,1.4804,0.6391,1.3903
2003-03-20,1.6849,0.9422,1.4788,0.6382,1.387
2003-03-21,1.6935,0.9483,1.4905,0.6386,1.4
2003-03-24,1.6815,0.9395,1.4805,0.635,1.3847
2003-03-25,1.6756,0.9369,1.477,0.6367,1.3805
2003-03-26,1.6745,0.9366,1.4711,0.6352,1.3827
2003-03-27,1.6667,0.9339,1.4673,0.6379,1.3807
2003-03-28,1.6658,0.9292,1.468,0.638,1.3724
2003-03-31,1.6543,0.9174,1.4695,0.6333,1.3538
2003-04-01,1.6543,0.9171,1.4729,0.6342,1.3537
2003-04-02,1.6675,0.9289,1.4762,0.6386,1.3794
2003-04-03,1.6678,0.9314,1.476,0.6362,1.3809
2003-04-04,1.6639,0.9336,1.472,0.6411,1.3875
2003-04-07,1.675,0.9415,1.4843,0.6452,1.3995
2003-04-08,1.6656,0.936,1.4677,0.6449,1.3905
2003-04-09,1.6578,0.9327,1.4678,0.6426,1.3858
2003-04-10,1.6499,0.9257,1.457,0.6362,1.3846
2003-04-11,1.6537,0.9301,1.4519,0.6364,1.3933
2003-04-14,1.6581,0.9282,1.4533,0.6364,1.3895
2003-04-15,1.6513,0.9258,1.4515,0.6367,1.3912
2003-04-16,1.6353,0.9198,1.4563,0.6353,1.3785
2003-04-17,1.6268,0.9168,1.449,0.635,1.377
2003-04-18,1.6276,0.9189,1.45,0.6356,1.381
2003-04-21,1.6287,0.9211,1.4547,0.6414,1.3901
2003-04-22,1.6098,0.9119,1.4473,0.6342,1.3708
2003-04-23,1.62,0.9133,1.4512,0.6323,1.3759
2003-04-24,1.6116,0.9059,1.4579,0.6261,1.359
2003-04-25,1.6255,0.9058,1.4535,0.6283,1.3612
2003-04-28,1.615,0.9092,1.4504,0.6287,1.3695
2003-04-29,1.6129,0.9083,1.446,0.6288,1.3688
2003-04-30,1.5969,0.8945,1.4336,0.625,1.3545
2003-05-01,1.5828,0.8898,1.4191,0.621,1.342
2003-05-02,1.5878,0.8929,1.4221,0.6242,1.348
2003-05-05,1.5765,0.8872,1.4134,0.6227,1.344
2003-05-06,1.5667,0.8807,1.4085,0.6196,1.3331
2003-05-07,1.5718,0.8818,1.401,0.6277,1.3264
2003-05-08,1.5567,0.8731,1.395,0.6237,1.3172
2003-05-09,1.5509,0.8697,1.393,0.6232,1.3114
2003-05-12,1.5427,0.8653,1.3885,0.6213,1.3107
2003-05-13,1.5485,0.8696,1.3898,0.6214,1.3168
2003-05-14,1.5446,0.8697,1.3786,0.6187,1.3157
2003-05-15,1.5564,0.8728,1.3757,0.6149,1.3151
2003-05-16,1.538,0.8664,1.3672,0.6157,1.3102
2003-05-19,1.5244,0.8557,1.3604,0.6115,1.2945
2003-05-20,1.5216,0.8558,1.3446,0.61,1.294
2003-05-21,1.5237,0.8542,1.3498,0.6092,1.2903
2003-05-22,1.5186,0.8547,1.3679,0.6118,1.294
2003-05-23,1.5209,0.8485,1.3783,0.6106,1.293
2003-05-27,1.5186,0.8437,1.3754,0.6098,1.2851
2003-05-28,1.5434,0.8516,1.3867,0.6116,1.299
2003-05-29,1.5439,0.845,1.3769,0.6066,1.2898
2003-05-30,1.5354,0.8499,1.3712,0.61,1.3022
2003-06-02,1.5235,0.8515,1.3696,0.6108,1.2973
2003-06-03,1.5154,0.8546,1.3768,0.6143,1.3127
2003-06-04,1.5022,0.8541,1.3575,0.6123,1.3129
2003-06-05,1.4984,0.8425,1.3404,0.6025,1.2973
2003-06-06,1.5172,0.8551,1.354,0.6016,1.3233
2003-06-09,1.5191,0.8516,1.3585,0.6078,1.3131
2003-06-10,1.5232,0.8557,1.3649,0.6052,1.3192
2003-06-11,1.5056,0.8501,1.3523,0.5997,1.306
2003-06-12,1.5033,0.8498,1.3492,0.5994,1.3104
2003-06-13,1.499,0.8453,1.3362,0.5997,1.3047
2003-06-16,1.4979,0.8444,1.3397,0.5947,1.3009
2003-06-17,1.4888,0.8466,1.3393,0.5938,1.3051
2003-06-18,1.4861,0.854,1.3348,0.5953,1.3205
2003-06-19,1.4934,0.8563,1.3508,0.5974,1.3246
2003-06-20,1.4981,0.8609,1.359,0.6008,1.329
2003-06-23,1.5053,0.866,1.3561,0.5994,1.3268
2003-06-24,1.5101,0.8697,1.3614,0.6022,1.331
2003-06-25,1.4874,0.8627,1.3428,0.5957,1.3257
2003-06-26,1.5035,0.875,1.3542,0.601,1.3479
2003-06-27,1.5026,0.8754,1.3494,0.6064,1.3508
2003-06-30,1.4896,0.8694,1.3558,0.605,1.3519
2003-07-01,1.4793,0.8636,1.3492,0.6015,1.3412
2003-07-02,1.4686,0.8678,1.3368,0.6007,1.3474
2003-07-03,1.4656,0.8693,1.3368,0.5982,1.3465
2003-07-07,1.4693,0.8818,1.3486,0.6055,1.3681
2003-07-08,1.5221,0.8877,1.3702,0.6125,1.3765
2003-07-09,1.5279,0.8841,1.3748,0.6133,1.3665
2003-07-10,1.5181,0.878,1.3822,0.6125,1.3609
2003-07-11,1.5135,0.8846,1.3762,0.6126,1.3724
2003-07-14,1.5152,0.8851,1.3739,0.6158,1.3722
2003-07-15,1.5342,0.8902,1.3927,0.6255,1.3818
2003-07-16,1.5232,0.8921,1.3874,0.6269,1.376
2003-07-17,1.5344,0.8957,1.3973,0.6292,1.3772
2003-07-18,1.5494,0.8898,1.4114,0.6302,1.3673
2003-07-21,1.5342,0.8814,1.4052,0.6246,1.3551
2003-07-22,1.5373,0.883,1.4106,0.6259,1.3623
2003-07-23,1.5158,0.8708,1.399,0.6215,1.346
2003-07-24,1.5042,0.874,1.3964,0.6207,1.3517
2003-07-25,1.5056,0.8686,1.3813,0.6174,1.343
2003-07-28,1.5063,0.8698,1.3827,0.6146,1.3456
2003-07-29,1.5031,0.8721,1.3857,0.6163,1.3497
2003-07-30,1.5326,0.8797,1.4002,0.6185,1.3642
2003-07-31,1.5446,0.8904,1.4074,0.6215,1.3736
2003-08-01,1.5295,0.8887,1.396,0.6232,1.3668
2003-08-04,1.5451,0.8821,1.4065,0.6219,1.3505
2003-08-05,1.5466,0.8811,1.4045,0.6217,1.352
2003-08-06,1.5468,0.8805,1.406,0.6219,1.3491
2003-08-07,1.5361,0.878,1.3933,0.6184,1.3475
2003-08-08,1.5302,0.8833,1.3935,0.6219,1.3573
2003-08-11,1.5184,0.8811,1.384,0.6224,1.359
2003-08-12,1.5225,0.8846,1.3852,0.6239,1.366
2003-08-13,1.5216,0.8836,1.3836,0.6218,1.366
2003-08-14,1.5239,0.889,1.3937,0.625,1.3717
2003-08-15,1.5191,0.8885,1.3873,0.6266,1.3724
2003-08-18,1.5239,0.8978,1.3913,0.6293,1.3928
2003-08-19,1.5237,0.8995,1.401,0.63,1.3922
2003-08-20,1.5168,0.9006,1.4028,0.6281,1.3904
2003-08-21,1.5302,0.9111,1.4067,0.6311,1.4058
2003-08-22,1.537,0.9199,1.41,0.6347,1.4181
2003-08-25,1.5354,0.9181,1.3985,0.6358,1.4141
2003-08-26,1.5492,0.918,1.3933,0.6356,1.409
2003-08-27,1.561,0.9169,1.4022,0.6351,1.4099
2003-08-28,1.5649,0.9178,1.3973,0.6341,1.4125
2003-08-29,1.5408,0.9102,1.385,0.634,1.4005
2003-09-02,1.562,0.9198,1.3876,0.6353,1.4125
2003-09-03,1.5613,0.9221,1.3816,0.6356,1.4133
2003-09-04,1.5637,0.9175,1.3735,0.6335,1.4125
2003-09-05,1.5461,0.9031,1.3714,0.6293,1.389
2003-09-08,1.538,0.899,1.371,0.6306,1.3842
2003-09-09,1.5198,0.8937,1.3668,0.6286,1.3825
2003-09-10,1.5209,0.8933,1.3659,0.629,1.3875
2003-09-11,1.5163,0.894,1.3709,0.6275,1.3865
2003-09-12,1.5065,0.8844,1.363,0.6226,1.3764
2003-09-15,1.5004,0.8846,1.366,0.6243,1.378
2003-09-16,1.511,0.8956,1.369,0.6301,1.3941
2003-09-17,1.5056,0.8898,1.3667,0.6233,1.3827
2003-09-18,1.5017,0.8897,1.3644,0.619,1.3843
2003-09-19,1.4865,0.8814,1.3469,0.6129,1.371
2003-09-22,1.4684,0.872,1.3474,0.6071,1.3548
2003-09-23,1.473,0.8705,1.3561,0.6039,1.3532
2003-09-24,1.4741,0.8717,1.3543,0.6039,1.3547
2003-09-25,1.4715,0.8708,1.3477,0.6029,1.3463
2003-09-26,1.4826,0.8709,1.3547,0.6025,1.344
2003-09-29,1.4826,0.8637,1.3552,0.6009,1.3312
2003-09-30,1.4712,0.8584,1.3507,0.6017,1.3208
2003-10-01,1.4641,0.8541,1.3481,0.6,1.3148
2003-10-02,1.4607,0.8535,1.3388,0.597,1.314
2003-10-03,1.4676,0.8624,1.3418,0.6013,1.3353
2003-10-06,1.4603,0.8543,1.3413,0.5973,1.3215
2003-10-07,1.4476,0.8486,1.3295,0.6014,1.314
2003-10-08,1.4486,0.8471,1.3332,0.6025,1.3127
2003-10-09,1.4535,0.8551,1.3401,0.6021,1.3239
2003-10-10,1.4459,0.8466,1.321,0.6005,1.3112
2003-10-14,1.4516,0.853,1.3234,0.5975,1.32
2003-10-15,1.4497,0.8582,1.3243,0.5989,1.3285
2003-10-16,1.4468,0.8573,1.3162,0.5967,1.3278
2003-10-17,1.4455,0.8598,1.3145,0.5981,1.3347
2003-10-20,1.442,0.8568,1.32,0.5971,1.3303
2003-10-21,1.4294,0.8565,1.316,0.5972,1.3296
2003-10-22,1.415,0.8471,1.3043,0.5905,1.3142
2003-10-23,1.4288,0.8478,1.3087,0.5902,1.3124
2003-10-24,1.4267,0.8451,1.3072,0.5892,1.3067
2003-10-27,1.4209,0.8502,1.3107,0.5899,1.3159
2003-10-28,1.4182,0.8555,1.3108,0.5898,1.3287
2003-10-29,1.419,0.8567,1.3098,0.5887,1.3293
2003-10-30,1.4134,0.8551,1.3069,0.5874,1.325
2003-10-31,1.413,0.8614,1.3195,0.5898,1.3382
2003-11-03,1.4314,0.8731,1.3323,0.5957,1.3607
2003-11-04,1.4251,0.8698,1.3321,0.5952,1.3593
2003-11-05,1.4085,0.8716,1.3312,0.5959,1.3653
2003-11-06,1.4134,0.8759,1.3362,0.5991,1.3737
2003-11-07,1.41,0.8692,1.3237,0.5985,1.3635
2003-11-10,1.3953,0.8684,1.3108,0.5975,1.3662
2003-11-12,1.3928,0.8586,1.3007,0.5963,1.3473
2003-11-13,1.3897,0.8539,1.3,0.5924,1.3425
2003-11-14,1.393,0.8516,1.3034,0.5938,1.3333
2003-11-17,1.4075,0.8515,1.3143,0.5922,1.3245
2003-11-18,1.3866,0.8408,1.3025,0.5883,1.3055
2003-11-19,1.3833,0.8397,1.304,0.5889,1.3032
2003-11-20,1.3816,0.8407,1.3031,0.5874,1.302
2003-11-21,1.3837,0.8394,1.3042,0.5874,1.2985
2003-11-24,1.3935,0.8498,1.321,0.59,1.3198
2003-11-25,1.3916,0.8485,1.3135,0.5888,1.3172
2003-11-26,1.3818,0.8391,1.3045,0.5851,1.299
2003-11-28,1.382,0.8337,1.2973,0.5808,1.2917
2003-12-01,1.3765,0.8364,1.3023,0.5811,1.3003
2003-12-02,1.3665,0.8275,1.2988,0.5783,1.2875
2003-12-03,1.3591,0.8269,1.3,0.5798,1.2888
2003-12-04,1.3631,0.828,1.3125,0.5814,1.2906
2003-12-05,1.3591,0.8226,1.3045,0.579,1.2755
2003-12-08,1.351,0.8185,1.2967,0.5769,1.2663
2003-12-09,1.3517,0.8177,1.3092,0.5737,1.2664
2003-12-10,1.3517,0.8187,1.3078,0.5732,1.2657
2003-12-11,1.3596,0.8221,1.3272,0.5732,1.2758
2003-12-12,1.3468,0.8141,1.315,0.5725,1.2628
2003-12-15,1.3461,0.8137,1.3129,0.5731,1.2635
2003-12-16,1.3448,0.8112,1.3185,0.5711,1.2595
2003-12-17,1.3499,0.8077,1.325,0.5677,1.2553
2003-12-18,1.3561,0.808,1.3295,0.5658,1.2555
2003-12-19,1.3578,0.8078,1.3405,0.5658,1.2565
2003-12-22,1.3624,0.8055,1.332,0.5671,1.254
2003-12-23,1.3585,0.8061,1.3244,0.5666,1.2583
2003-12-24,1.3459,0.8023,1.3109,0.5634,1.2466
2003-12-26,1.3486,0.8038,1.3067,0.5642,1.2523
2003-12-29,1.3473,0.801,1.3103,0.5648,1.2493
2003-12-30,1.3365,0.7987,1.3036,0.5622,1.2452
2003-12-31,1.3298,0.7938,1.2923,0.5605,1.238
2004-01-02,1.32,0.7942,1.29,0.5586,1.239
2004-01-05,1.3017,0.7887,1.2803,0.5529,1.2322
2004-01-06,1.2984,0.7829,1.2824,0.5481,1.2272
2004-01-07,1.3012,0.7896,1.2884,0.5497,1.2385
2004-01-08,1.2895,0.783,1.279,0.5453,1.2253
2004-01-09,1.2858,0.778,1.269,0.5414,1.219
2004-01-12,1.284,0.7811,1.2735,0.5402,1.2225
2004-01-13,1.2867,0.7852,1.2729,0.5425,1.2262
2004-01-14,1.2855,0.7858,1.2866,0.5432,1.2268
2004-01-15,1.2984,0.7944,1.299,0.5493,1.2422
2004-01-16,1.305,0.8068,1.2975,0.5557,1.2659
2004-01-20,1.3002,0.7947,1.2861,0.5498,1.2468
2004-01-21,1.2932,0.7926,1.3018,0.5466,1.2426
2004-01-22,1.2835,0.7863,1.297,0.5421,1.2338
2004-01-23,1.2963,0.793,1.3115,0.5494,1.243
2004-01-26,1.2937,0.7967,1.313,0.5495,1.2484
2004-01-27,1.2812,0.791,1.3048,0.5471,1.2389
2004-01-28,1.284,0.7924,1.3218,0.5444,1.243
2004-01-29,1.3184,0.8072,1.334,0.5521,1.2621
2004-01-30,1.3115,0.8031,1.3265,0.549,1.2593
2004-02-02,1.3217,0.8048,1.3385,0.55,1.2628
2004-02-03,1.307,0.7961,1.3374,0.5441,1.2478
2004-02-04,1.3116,0.7967,1.333,0.5454,1.2497
2004-02-05,1.3063,0.7933,1.3318,0.5441,1.2443
2004-02-06,1.3023,0.7878,1.3297,0.5417,1.2343
2004-02-09,1.2887,0.7891,1.3304,0.5382,1.2373
2004-02-10,1.2798,0.7857,1.3289,0.5348,1.2331
2004-02-11,1.2723,0.7803,1.3178,0.5305,1.2293
2004-02-12,1.2679,0.7808,1.3188,0.5288,1.2305
2004-02-13,1.2698,0.7843,1.3148,0.5311,1.2372
2004-02-17,1.2533,0.7783,1.3108,0.5251,1.2269
2004-02-18,1.261,0.7805,1.3182,0.5257,1.2299
2004-02-19,1.2639,0.7883,1.3283,0.5285,1.2426
2004-02-20,1.292,0.796,1.3442,0.5357,1.2572
2004-02-23,1.2915,0.7956,1.3363,0.5352,1.2555
2004-02-24,1.2807,0.7879,1.3283,0.5291,1.2401
2004-02-25,1.295,0.7998,1.337,0.5331,1.2587
2004-02-26,1.2982,0.8036,1.3433,0.5374,1.2662
2004-02-27,1.2958,0.8038,1.3405,0.5384,1.268
2004-03-01,1.2945,0.8044,1.3395,0.5353,1.2703
2004-03-02,1.3141,0.8189,1.3437,0.5439,1.2963
2004-03-03,1.347,0.8273,1.348,0.5497,1.3038
2004-03-04,1.3282,0.818,1.3326,0.5479,1.2902
2004-03-05,1.318,0.8064,1.3191,0.5427,1.2726
2004-03-08,1.324,0.8083,1.3235,0.5414,1.2788
2004-03-09,1.3098,0.8046,1.3188,0.5436,1.2707
2004-03-10,1.3358,0.8179,1.3275,0.5556,1.29
2004-03-11,1.3585,0.8151,1.3228,0.5553,1.2784
2004-03-12,1.3652,0.8203,1.3385,0.5573,1.2865
2004-03-15,1.3607,0.8168,1.3322,0.5558,1.2785
2004-03-16,1.3493,0.815,1.3333,0.5523,1.28
2004-03-17,1.3528,0.8199,1.3419,0.5515,1.2836
2004-03-18,1.3294,0.807,1.329,0.5446,1.2572
2004-03-19,1.3378,0.8151,1.331,0.5473,1.271
2004-03-22,1.3249,0.8085,1.328,0.541,1.256
2004-03-23,1.3287,0.8123,1.332,0.5405,1.2603
2004-03-24,1.3355,0.8188,1.3385,0.5449,1.268
2004-03-25,1.3501,0.8217,1.3303,0.5525,1.275
2004-03-26,1.3463,0.827,1.3194,0.5524,1.2878
2004-03-29,1.3362,0.8237,1.3097,0.5506,1.2872
2004-03-30,1.3278,0.8195,1.308,0.547,1.279
2004-03-31,1.3123,0.8135,1.31,0.5435,1.2677
2004-04-01,1.3036,0.8092,1.3101,0.5387,1.2627
2004-04-02,1.3186,0.8258,1.314,0.5467,1.2932
2004-04-05,1.3278,0.8328,1.3152,0.5513,1.3049
2004-04-06,1.3132,0.8272,1.3095,0.5442,1.2928
2004-04-07,1.3031,0.8216,1.313,0.5432,1.2769
2004-04-08,1.3141,0.8273,1.326,0.5457,1.2829
2004-04-09,1.3118,0.8263,1.3292,0.5458,1.2819
2004-04-12,1.3026,0.8286,1.3377,0.5447,1.284
2004-04-13,1.325,0.8387,1.3363,0.5507,1.3025
2004-04-14,1.3626,0.8375,1.3445,0.5586,1.2992
2004-04-15,1.3552,0.8393,1.3485,0.5623,1.3036
2004-04-16,1.3412,0.8316,1.3445,0.5554,1.2912
2004-04-19,1.3417,0.832,1.3467,0.5539,1.2908
2004-04-20,1.3567,0.8396,1.3534,0.5582,1.308
2004-04-21,1.3665,0.8437,1.359,0.5643,1.312
2004-04-22,1.3693,0.8431,1.359,0.5655,1.3136
2004-04-23,1.3723,0.8473,1.3612,0.5658,1.3202
2004-04-26,1.3633,0.8438,1.3559,0.56,1.3111
2004-04-27,1.3633,0.8384,1.3517,0.5579,1.2968
2004-04-28,1.3827,0.8453,1.3672,0.5643,1.3095
2004-04-29,1.3893,0.8372,1.3697,0.5633,1.2951
2004-04-30,1.387,0.8351,1.3711,0.5636,1.2984
2004-05-03,1.3893,0.8377,1.374,0.5643,1.301
2004-05-04,1.3729,0.8281,1.3702,0.5584,1.283
2004-05-05,1.363,0.822,1.3725,0.5577,1.2745
2004-05-06,1.3816,0.8271,1.3784,0.5574,1.2833
2004-05-07,1.4223,0.8414,1.3858,0.5605,1.302
2004-05-10,1.4472,0.845,1.3934,0.5642,1.303
2004-05-11,1.4382,0.8462,1.3866,0.57,1.3045
2004-05-12,1.4364,0.8396,1.3878,0.5636,1.289
2004-05-13,1.4531,0.8474,1.397,0.5687,1.3076
2004-05-14,1.4503,0.8422,1.3928,0.5691,1.3005
2004-05-17,1.452,0.8327,1.3855,0.5651,1.279
2004-05-18,1.4565,0.8354,1.3913,0.5651,1.2824
2004-05-19,1.4331,0.8323,1.3769,0.5609,1.2778
2004-05-20,1.443,0.8385,1.3705,0.5647,1.288
2004-05-21,1.4269,0.8327,1.3734,0.5593,1.2797
2004-05-24,1.4323,0.8349,1.3697,0.5584,1.2821
2004-05-25,1.4164,0.826,1.3763,0.5514,1.269
2004-05-26,1.4166,0.8263,1.3705,0.5512,1.2724
2004-05-27,1.393,0.8147,1.358,0.5444,1.246
2004-05-28,1.401,0.8185,1.3666,0.5456,1.2533
2004-06-01,1.415,0.819,1.3687,0.5447,1.251
2004-06-02,1.4347,0.8163,1.3618,0.544,1.2459
2004-06-03,1.4601,0.8193,1.3606,0.5439,1.252
2004-06-04,1.4447,0.8158,1.3505,0.5445,1.244
2004-06-07,1.4198,0.8117,1.345,0.5439,1.2371
2004-06-08,1.4265,0.8148,1.3468,0.5446,1.2373
2004-06-09,1.4451,0.8267,1.3541,0.5467,1.2526
2004-06-10,1.432,0.8258,1.3572,0.5441,1.2442
2004-06-11,1.4468,0.8326,1.3656,0.5502,1.2597
2004-06-14,1.4529,0.8283,1.3682,0.551,1.257
2004-06-15,1.4368,0.8238,1.3699,0.5471,1.2504
2004-06-16,1.4556,0.8329,1.3772,0.5476,1.2678
2004-06-17,1.462,0.8306,1.3752,0.5452,1.2565
2004-06-18,1.4482,0.8252,1.3645,0.5444,1.2443
2004-06-21,1.4482,0.8258,1.364,0.5461,1.2469
2004-06-22,1.4588,0.827,1.3592,0.5489,1.251
2004-06-23,1.4567,0.8271,1.3614,0.5499,1.2536
2004-06-24,1.4294,0.8217,1.343,0.549,1.2425
2004-06-25,1.4306,0.8234,1.3489,0.5489,1.2504
2004-06-28,1.429,0.8201,1.3435,0.5466,1.2482
2004-06-29,1.4476,0.8248,1.3465,0.5528,1.2615
2004-06-30,1.4384,0.8211,1.3407,0.5517,1.252
2004-07-01,1.4213,0.8225,1.3325,0.5507,1.2509
2004-07-02,1.4035,0.8125,1.3254,0.5464,1.2336
2004-07-06,1.399,0.8137,1.3261,0.5428,1.2345
2004-07-07,1.3827,0.8075,1.3196,0.5385,1.2264
2004-07-08,1.3848,0.8071,1.3164,0.5386,1.2247
2004-07-09,1.3839,0.8072,1.3207,0.5389,1.2258
2004-07-12,1.3736,0.8059,1.3188,0.5365,1.2243
2004-07-13,1.3858,0.8129,1.3259,0.5394,1.2391
2004-07-14,1.3841,0.8074,1.3225,0.5387,1.2288
2004-07-15,1.3822,0.8082,1.324,0.5392,1.234
2004-07-16,1.368,0.8041,1.3092,0.5345,1.2267
2004-07-19,1.3635,0.8044,1.3082,0.5338,1.2281
2004-07-20,1.3674,0.808,1.3099,0.5389,1.2381
2004-07-21,1.4023,0.8181,1.3242,0.5448,1.2549
2004-07-22,1.3982,0.8148,1.3136,0.5414,1.2461
2004-07-23,1.4081,0.8249,1.3219,0.5458,1.2632
2004-07-26,1.4104,0.8241,1.332,0.5437,1.2634
2004-07-27,1.4273,0.8295,1.3353,0.5489,1.275
2004-07-28,1.4327,0.8302,1.3309,0.5488,1.2761
2004-07-29,1.4298,0.8285,1.3259,0.5502,1.2754
2004-07-30,1.4215,0.8311,1.3296,0.55,1.2796
2004-08-02,1.4201,0.831,1.3314,0.5473,1.2784
2004-08-03,1.4192,0.8298,1.3185,0.5482,1.2789
2004-08-04,1.4211,0.8294,1.3152,0.548,1.2748
2004-08-05,1.4209,0.8299,1.3178,0.5485,1.2764
2004-08-06,1.399,0.8149,1.31,0.5417,1.2515
2004-08-09,1.3943,0.8156,1.3165,0.5434,1.2549
2004-08-10,1.3976,0.8126,1.3139,0.5439,1.2528
2004-08-11,1.4021,0.8182,1.324,0.547,1.2605
2004-08-12,1.4031,0.8181,1.3323,0.5491,1.2587
2004-08-13,1.3966,0.8095,1.3092,0.5425,1.2405
2004-08-16,1.3949,0.8108,1.3076,0.5437,1.2438
2004-08-17,1.399,0.8111,1.308,0.5468,1.2471
2004-08-18,1.3996,0.8131,1.3074,0.5487,1.2496
2004-08-19,1.3803,0.8085,1.2964,0.5461,1.242
2004-08-20,1.3816,0.8114,1.298,0.5491,1.2489
2004-08-23,1.392,0.8199,1.3065,0.5512,1.265
2004-08-24,1.4156,0.8265,1.3048,0.5576,1.2725
2004-08-25,1.4162,0.8271,1.3047,0.5566,1.2734
2004-08-26,1.4265,0.8275,1.3123,0.5574,1.2746
2004-08-27,1.4205,0.8316,1.3104,0.558,1.283
2004-08-30,1.4284,0.8299,1.3174,0.5579,1.279
2004-08-31,1.4142,0.8208,1.3166,0.5546,1.2641
2004-09-01,1.4207,0.8211,1.3071,0.5574,1.2615
2004-09-02,1.4384,0.8221,1.2995,0.5582,1.2615
2004-09-03,1.4493,0.8297,1.3005,0.5631,1.2713
2004-09-07,1.4424,0.8269,1.2882,0.5639,1.2701
2004-09-08,1.4347,0.8221,1.2905,0.5592,1.2624
2004-09-09,1.4535,0.8204,1.2878,0.5601,1.264
2004-09-10,1.4351,0.8142,1.288,0.5562,1.256
2004-09-13,1.437,0.8163,1.3,0.5569,1.2593
2004-09-14,1.4225,0.8151,1.292,0.5555,1.2581
2004-09-15,1.4399,0.8235,1.2987,0.5627,1.2704
2004-09-16,1.431,0.8228,1.2914,0.5584,1.2713
2004-09-17,1.4345,0.8214,1.3002,0.558,1.2706
2004-09-20,1.4273,0.8216,1.2944,0.5593,1.2729
2004-09-21,1.4263,0.8154,1.2886,0.5572,1.2595
2004-09-22,1.4134,0.8156,1.2816,0.5571,1.2608
2004-09-23,1.4008,0.8131,1.2782,0.5555,1.2584
2004-09-24,1.4008,0.8159,1.2763,0.5546,1.2638
2004-09-27,1.4019,0.8125,1.2738,0.5532,1.2589
2004-09-28,1.3966,0.8126,1.2754,0.5523,1.2613
2004-09-29,1.399,0.8125,1.273,0.5565,1.262
2004-09-30,1.3805,0.8053,1.2648,0.5528,1.2471
2004-10-01,1.3827,0.8065,1.2629,0.5563,1.2496
2004-10-04,1.3875,0.8147,1.2726,0.5609,1.2663
2004-10-05,1.3827,0.812,1.2625,0.5609,1.262
2004-10-06,1.382,0.8131,1.2592,0.5621,1.2638
2004-10-07,1.3761,0.8139,1.2577,0.5611,1.2645
