Date,AUD,EUR,CAD,GBP,CHF
2007-11-29,1.1325,0.6772,0.9928,0.4844,1.1177
2007-11-30,1.1302,0.6808,1.0007,0.4862,1.1287
2007-12-03,1.1328,0.6823,1,0.4841,1.1291
2007-12-04,1.146,0.6776,1.0106,0.486,1.1172
2007-12-05,1.1482,0.6818,1.0127,0.4929,1.1249
2007-12-06,1.1453,0.6832,1.0125,0.4929,1.1276
2007-12-07,1.1355,0.6819,1.0051,0.4929,1.1296
2007-12-10,1.1326,0.6796,1.0103,0.4888,1.1276
2007-12-11,1.1278,0.6802,1.0107,0.4905,1.133
2007-12-12,1.1291,0.6802,1.0107,0.4879,1.1355
2007-12-13,1.1435,0.6854,1.0216,0.4903,1.1432
2007-12-14,1.1601,0.6929,1.0135,0.4951,1.1536
2007-12-17,1.1669,0.6959,1.0072,0.4958,1.1522
2007-12-18,1.1686,0.6948,1.0105,0.4965,1.1529
2007-12-19,1.1673,0.6972,1.0056,0.5017,1.1563
2007-12-20,1.1659,0.6967,0.9983,0.5045,1.1563
2007-12-21,1.1551,0.6963,0.9943,0.5042,1.1566
2007-12-24,1.1488,0.694,0.9871,0.5057,1.1567
2007-12-26,1.145,0.6897,0.9834,0.5042,1.1504
2007-12-27,1.1399,0.6849,0.9808,0.5023,1.1409
2007-12-28,1.1442,0.6794,0.9784,0.5018,1.1275
2007-12-31,1.1395,0.6848,0.9881,0.504,1.1329
2008-01-02,1.1348,0.6785,0.9922,0.5044,1.1174
2008-01-03,1.1339,0.6786,0.9905,0.5068,1.1134
2008-01-04,1.1413,0.6763,0.9988,0.5061,1.1064
2008-01-07,1.1478,0.681,1.005,0.5075,1.1176
2008-01-08,1.1348,0.6795,0.9985,0.5068,1.1138
2008-01-09,1.1362,0.682,1.0083,0.5111,1.1151
2008-01-10,1.1247,0.6784,1.0139,0.5111,1.1069
2008-01-11,1.1202,0.6763,1.0198,0.5104,1.1026
2008-01-14,1.1135,0.6722,1.021,0.5106,1.0928
2008-01-15,1.1268,0.6738,1.0167,0.5084,1.0917
2008-01-16,1.139,0.6829,1.0238,0.5092,1.1008
2008-01-17,1.1329,0.6807,1.029,0.5065,1.0993
2008-01-18,1.1417,0.6842,1.0294,0.5121,1.101
2008-01-22,1.1515,0.6845,1.0248,0.5108,1.0986
2008-01-23,1.1555,0.6862,1.0282,0.5124,1.0898
2008-01-24,1.1377,0.6786,1.0071,0.5068,1.0869
2008-01-25,1.1342,0.6815,1.0044,0.505,1.0986
2008-01-28,1.1321,0.6762,1.0042,0.5036,1.0878
2008-01-29,1.1242,0.6772,0.9978,0.5036,1.094
2008-01-30,1.1245,0.6765,0.9936,0.503,1.0927
2008-01-31,1.1151,0.6738,1.0018,0.5026,1.0845
2008-02-01,1.1068,0.6734,0.9939,0.5079,1.0821
2008-02-04,1.1,0.6742,0.9927,0.5056,1.0892
2008-02-05,1.1115,0.6832,1.0043,0.5095,1.1005
2008-02-06,1.1132,0.6827,1.0023,0.5101,1.0977
2008-02-07,1.1183,0.6899,1.0115,0.5149,1.1049
2008-02-08,1.1179,0.6894,0.9994,0.5135,1.1038
2008-02-11,1.1078,0.6894,1.0018,0.5132,1.1023
2008-02-12,1.104,0.6853,0.9963,0.5096,1.1006
2008-02-13,1.1193,0.6864,0.9992,0.5097,1.1074
2008-02-14,1.1069,0.6833,0.9967,0.5074,1.0984
2008-02-15,1.1027,0.6815,1.0013,0.5099,1.0913
2008-02-19,1.0866,0.6783,1.0159,0.5125,1.093
2008-02-20,1.0931,0.682,1.0188,0.5153,1.1003
2008-02-21,1.0862,0.6751,1.0083,0.5098,1.0916
2008-02-22,1.0864,0.6745,1.0155,0.5084,1.0856
2008-02-25,1.0832,0.6747,0.9982,0.5084,1.0856
2008-02-26,1.0762,0.6716,0.9861,0.5064,1.0849
2008-02-27,1.0619,0.6609,0.9776,0.5019,1.0637
2008-02-28,1.0567,0.6591,0.9717,0.503,1.0533
2008-02-29,1.0672,0.6585,0.9796,0.5034,1.0435
2008-03-03,1.0628,0.6581,0.9867,0.5038,1.0431
2008-03-04,1.0838,0.6575,0.9954,0.5037,1.0354
2008-03-05,1.0731,0.6544,0.9897,0.5015,1.0364
2008-03-06,1.0733,0.6512,0.9847,0.4982,1.0291
2008-03-07,1.0772,0.6522,0.9916,0.4968,1.025
2008-03-10,1.0897,0.6507,0.9975,0.4959,1.0192
2008-03-11,1.0812,0.6524,0.9953,0.499,1.0292
2008-03-12,1.0727,0.6454,0.9895,0.4948,1.0217
2008-03-13,1.0626,0.6417,0.9841,0.4923,1.0116
2008-03-14,1.0671,0.6409,0.9867,0.4928,1.0072
2008-03-17,1.0889,0.6343,0.9977,0.4998,0.986
2008-03-18,1.0786,0.6336,0.9938,0.4947,0.9899
2008-03-19,1.0853,0.6393,1.0027,0.5036,1.0006
2008-03-20,1.1163,0.6486,1.0265,0.5045,1.0107
2008-03-21,1.1091,0.6474,1.0239,0.5044,1.0085
2008-03-24,1.1035,0.6496,1.0203,0.5037,1.023
2008-03-25,1.0946,0.6412,1.0176,0.5001,1.0088
2008-03-26,1.0874,0.6345,1.018,0.4995,0.9955
2008-03-27,1.0867,0.633,1.0146,0.4976,0.9932
2008-03-28,1.0884,0.6346,1.018,0.5028,0.9981
2008-03-31,1.0951,0.6327,1.0275,0.5037,0.9921
2008-04-01,1.1029,0.6404,1.0268,0.5057,1.0108
2008-04-02,1.0948,0.6403,1.0173,0.5044,1.0148
2008-04-03,1.0927,0.6383,1.0079,0.501,1.0079
2008-04-04,1.0853,0.6355,1.0088,0.5013,1.0052
2008-04-07,1.0783,0.6364,1.0108,0.5037,1.0144
2008-04-08,1.0778,0.6367,1.0151,0.5079,1.014
2008-04-09,1.0772,0.6328,1.0192,0.5069,1.0019
2008-04-10,1.0725,0.6352,1.0178,0.5065,1.0051
2008-04-11,1.0764,0.6331,1.0216,0.5074,1.0016
2008-04-14,1.0835,0.6318,1.0207,0.5046,0.9975
2008-04-15,1.0817,0.6329,1.0181,0.5095,1.0019
2008-04-16,1.0643,0.6259,1.0021,0.5062,0.9979
2008-04-17,1.0672,0.628,1.0107,0.5023,1.0025
2008-04-18,1.076,0.6352,1.0084,0.5009,1.0253
2008-04-21,1.0618,0.6297,1.0066,0.5047,1.0121
2008-04-22,1.0573,0.6246,1.0033,0.5002,1.0004
2008-04-23,1.054,0.629,1.0194,0.5054,1.0146
2008-04-24,1.0644,0.6382,1.0131,0.5072,1.0341
2008-04-25,1.0718,0.6396,1.0163,0.5042,1.0335
2008-04-28,1.0644,0.6391,1.0158,0.5023,1.0339
2008-04-29,1.0699,0.6409,1.0128,0.5064,1.0329
2008-04-30,1.0617,0.6423,1.0092,0.5039,1.0422
2008-05-01,1.0709,0.6469,1.0187,0.5064,1.0478
2008-05-02,1.0677,0.648,1.0182,0.5062,1.0562
2008-05-05,1.0578,0.6455,1.0125,0.5082,1.0539
2008-05-06,1.0547,0.6432,1.0036,0.5064,1.0485
2008-05-07,1.0609,0.6506,1.002,0.5122,1.0583
2008-05-08,1.0604,0.649,1.0149,0.5117,1.051
2008-05-09,1.0619,0.6474,1.0062,0.5132,1.0432
2008-05-12,1.0563,0.6437,1.0037,0.5098,1.0443
2008-05-13,1.0616,0.6448,0.9996,0.5136,1.049
2008-05-14,1.0697,0.6465,1.0018,0.5141,1.0558
2008-05-15,1.0621,0.6455,0.9996,0.5131,1.0531
2008-05-16,1.0482,0.6414,0.9966,0.5107,1.0448
2008-05-19,1.0491,0.6445,0.9914,0.5136,1.0545
2008-05-20,1.0418,0.6383,0.9928,0.5075,1.0376
2008-05-21,1.0369,0.634,0.984,0.5084,1.0297
2008-05-22,1.0469,0.6368,0.9861,0.5054,1.0324
2008-05-23,1.0408,0.6336,0.9883,0.5046,1.0235
2008-05-27,1.043,0.6357,0.9932,0.5063,1.0284
2008-05-28,1.0399,0.6399,0.9913,0.5049,1.0382
2008-05-29,1.0477,0.644,0.9871,0.5061,1.048
2008-05-30,1.047,0.6427,0.9938,0.5052,1.0426
2008-06-02,1.0473,0.6431,1.0011,0.5085,1.0379
2008-06-03,1.0477,0.6471,1.0051,0.5089,1.0437
2008-06-04,1.0411,0.6471,1.0145,0.5116,1.0408
2008-06-05,1.0453,0.6427,1.0195,0.5112,1.0398
2008-06-06,1.0413,0.6357,1.0187,0.5077,1.0237
2008-06-09,1.0501,0.6362,1.0223,0.5061,1.0237
2008-06-10,1.0584,0.6463,1.0241,0.5117,1.0404
2008-06-11,1.0541,0.6426,1.017,0.509,1.0328
2008-06-12,1.0704,0.6486,1.023,0.5137,1.0441
2008-06-13,1.065,0.6507,1.0282,0.5129,1.0485
2008-06-16,1.0634,0.6463,1.021,0.5092,1.0435
2008-06-17,1.0607,0.6444,1.0201,0.5117,1.0428
2008-06-18,1.0592,0.6451,1.0186,0.511,1.0413
2008-06-19,1.0527,0.6451,1.013,0.5069,1.0457
2008-06-20,1.0482,0.64,1.0173,0.5067,1.0345
2008-06-23,1.0519,0.6455,1.0161,0.51,1.0474
2008-06-24,1.0446,0.6414,1.0135,0.5074,1.0384
2008-06-25,1.0482,0.6423,1.0134,0.5083,1.0424
2008-06-26,1.0446,0.6354,1.0121,0.5032,1.0274
2008-06-27,1.0406,0.635,1.012,0.5016,1.0205
2008-06-30,1.0458,0.635,1.0185,0.5024,1.0202
2008-07-01,1.0488,0.6338,1.022,0.5018,1.0183
2008-07-02,1.038,0.6302,1.0127,0.5019,1.0151
2008-07-03,1.0412,0.6366,1.0204,0.5044,1.0273
2008-07-07,1.0492,0.6391,1.0174,0.5077,1.0328
2008-07-08,1.049,0.6389,1.0205,0.508,1.0324
2008-07-09,1.0433,0.6352,1.0108,0.5047,1.0301
2008-07-10,1.0394,0.6341,1.0103,0.5056,1.0282
2008-07-11,1.0337,0.629,1.0093,0.5026,1.0179
2008-07-14,1.0287,0.6284,1.006,0.5019,1.0162
2008-07-15,1.0207,0.628,1.0015,0.4991,1.0089
2008-07-16,1.0245,0.631,1.002,0.5001,1.0148
2008-07-17,1.0256,0.6305,1.0018,0.4991,1.0197
2008-07-18,1.028,0.6307,1.0053,0.5004,1.0207
2008-07-21,1.0257,0.6298,1.0019,0.5005,1.0207
2008-07-22,1.0293,0.6325,1.0083,0.5015,1.0283
2008-07-23,1.0378,0.6366,1.0088,0.4995,1.0372
2008-07-24,1.0449,0.6387,1.0114,0.5042,1.039
2008-07-25,1.0458,0.6375,1.0167,0.503,1.0386
2008-07-28,1.0448,0.635,1.022,0.5014,1.0332
2008-07-29,1.0517,0.6415,1.026,0.5049,1.0454
2008-07-30,1.06,0.6427,1.024,0.5048,1.0484
2008-07-31,1.0621,0.6415,1.0261,0.5049,1.0489
2008-08-01,1.0733,0.6424,1.0251,0.5065,1.048
2008-08-04,1.0754,0.6423,1.0355,0.51,1.0492
2008-08-05,1.0921,0.6465,1.0425,0.512,1.0548
2008-08-06,1.1016,0.649,1.047,0.5134,1.0602
2008-08-07,1.1014,0.6518,1.051,0.5144,1.0617
2008-08-08,1.1217,0.6646,1.0677,0.521,1.0801
2008-08-11,1.1275,0.6685,1.0673,0.5224,1.0828
2008-08-12,1.1419,0.6709,1.0641,0.5262,1.088
2008-08-13,1.1527,0.6714,1.0658,0.5353,1.0855
2008-08-14,1.1482,0.6731,1.0621,0.5343,1.0911
2008-08-15,1.1526,0.6805,1.0609,0.5362,1.096
2008-08-18,1.1478,0.6789,1.0603,0.5355,1.0959
2008-08-19,1.1481,0.6782,1.0606,0.536,1.0927
2008-08-20,1.1478,0.6802,1.0627,0.5375,1.1008
2008-08-21,1.1383,0.6723,1.0454,0.5331,1.0862
2008-08-22,1.1509,0.6757,1.0456,0.5393,1.097
2008-08-25,1.1526,0.6755,1.0463,0.538,1.0926
2008-08-26,1.1681,0.6821,1.0486,0.5439,1.1004
2008-08-27,1.1692,0.681,1.0483,0.5459,1.1009
2008-08-28,1.1604,0.681,1.0527,0.5475,1.0994
2008-08-29,1.1678,0.6817,1.0631,0.5498,1.1019
2008-09-02,1.1962,0.6886,1.0698,0.5601,1.107
2008-09-03,1.1973,0.6902,1.061,0.562,1.1055
2008-09-04,1.2051,0.6964,1.064,0.5653,1.1094
2008-09-05,1.2335,0.7006,1.0637,0.5654,1.111
2008-09-08,1.2268,0.7079,1.0694,0.57,1.1306
2008-09-09,1.2375,0.7056,1.0677,0.5659,1.125
2008-09-10,1.2444,0.7133,1.0735,0.5699,1.136
2008-09-11,1.2534,0.7174,1.0797,0.5715,1.1395
2008-09-12,1.224,0.7056,1.0606,0.5588,1.1335
2008-09-15,1.2376,0.7055,1.067,0.5594,1.1194
2008-09-16,1.2596,0.7065,1.0737,0.5617,1.1199
2008-09-17,1.277,0.7035,1.0788,0.5588,1.1208
2008-09-18,1.2517,0.6953,1.0696,0.5499,1.0988
2008-09-19,1.2066,0.6952,1.0469,0.5465,1.1107
2008-09-22,1.1847,0.6804,1.0383,0.541,1.0834
2008-09-23,1.1926,0.6786,1.0355,0.5389,1.0813
2008-09-24,1.1953,0.6824,1.0351,0.5405,1.0889
2008-09-25,1.1962,0.6829,1.0338,0.5433,1.0883
2008-09-26,1.206,0.6851,1.0352,0.5435,1.089
2008-09-29,1.2308,0.6954,1.0393,0.5542,1.0964
2008-09-30,1.2652,0.7102,1.0597,0.5617,1.1189
2008-10-01,1.2599,0.7113,1.0607,0.5617,1.1209
2008-10-02,1.287,0.7218,1.0769,0.5664,1.1339
2008-10-03,1.2903,0.7238,1.0815,0.5637,1.1295
2008-10-06,1.4008,0.7403,1.1027,0.5754,1.1456
2008-10-07,1.3858,0.7327,1.1055,0.5684,1.1399
2008-10-08,1.4948,0.731,1.1246,0.5777,1.1272
2008-10-09,1.4255,0.7328,1.1483,0.5806,1.1311
2008-10-10,1.5312,0.7423,1.19,0.587,1.1221
2008-10-14,1.4176,0.7322,1.1599,0.572,1.1347
2008-10-15,1.4635,0.7371,1.1804,0.5737,1.1346
2008-10-16,1.4908,0.7454,1.1953,0.5799,1.1332
2008-10-17,1.4478,0.7428,1.182,0.5778,1.1339
2008-10-20,1.4349,0.7511,1.1977,0.5836,1.1511
2008-10-21,1.4678,0.7632,1.2208,0.5939,1.1581
2008-10-22,1.493,0.7791,1.2496,0.6183,1.1656
2008-10-23,1.5022,0.7765,1.2573,0.618,1.1625
2008-10-24,1.6221,0.7912,1.2735,0.6398,1.1526
2008-10-27,1.6466,0.8035,1.2935,0.6463,1.1581
2008-10-28,1.5995,0.8015,1.2942,0.6414,1.1612
2008-10-29,1.4963,0.7781,1.2302,0.6136,1.1371
2008-10-30,1.4937,0.7782,1.2229,0.6146,1.145
2008-10-31,1.5211,0.7885,1.2158,0.6186,1.1669
2008-11-03,1.4656,0.7862,1.1866,0.6307,1.1681
2008-11-04,1.4276,0.768,1.1502,0.6213,1.1627
2008-11-05,1.4343,0.7669,1.159,0.619,1.1606
2008-11-06,1.4728,0.7839,1.1816,0.6324,1.1745
2008-11-07,1.4868,0.7827,1.183,0.6334,1.1761
2008-11-10,1.4804,0.7837,1.1948,0.6394,1.1784
2008-11-12,1.5506,0.7963,1.2296,0.6661,1.179
2008-11-13,1.562,0.7983,1.2311,0.6757,1.1995
2008-11-14,1.509,0.7855,1.2241,0.6729,1.187
2008-11-17,1.5239,0.7858,1.2213,0.6653,1.1954
2008-11-18,1.5209,0.788,1.2237,0.6648,1.1976
2008-11-19,1.5382,0.794,1.237,0.6625,1.2103
2008-11-20,1.6152,0.7984,1.285,0.6762,1.2197
2008-11-21,1.599,0.798,1.2849,0.6749,1.2237
2008-11-24,1.5382,0.7758,1.2246,0.6589,1.1968
2008-11-25,1.5413,0.7675,1.2214,0.6515,1.1863
2008-11-26,1.5456,0.7795,1.2338,0.6571,1.2064
2008-11-28,1.5277,0.7878,1.236,0.6516,1.2165
2008-12-01,1.5511,0.7915,1.237,0.6739,1.2076
2008-12-02,1.5521,0.7859,1.2422,0.6689,1.2062
2008-12-03,1.5427,0.7893,1.2573,0.6765,1.2142
2008-12-04,1.5321,0.7788,1.254,0.6761,1.1971
2008-12-05,1.5765,0.7903,1.2971,0.6847,1.2238
2008-12-08,1.5051,0.7727,1.257,0.6743,1.2036
2008-12-09,1.5152,0.773,1.2602,0.6768,1.2062
2008-12-10,1.5117,0.7678,1.2553,0.6743,1.1949
2008-12-11,1.4751,0.7522,1.2181,0.6688,1.1872
2008-12-12,1.5198,0.7491,1.2453,0.6723,1.1796
2008-12-15,1.4896,0.7319,1.235,0.6545,1.159
2008-12-16,1.476,0.7241,1.2238,0.6527,1.1406
2008-12-17,1.4353,0.6965,1.2058,0.647,1.0852
2008-12-18,1.4316,0.6994,1.1962,0.6621,1.0775
2008-12-19,1.4693,0.7207,1.2273,0.6732,1.1105
2008-12-22,1.4637,0.7167,1.2188,0.6754,1.0949
2008-12-23,1.4697,0.716,1.216,0.6775,1.0856
2008-12-24,1.465,0.7161,1.2125,0.6815,1.0788
2008-12-26,1.4676,0.7111,1.2207,0.6803,1.07
2008-12-29,1.4388,0.7026,1.2162,0.6854,1.0414
2008-12-30,1.448,0.71,1.2215,0.6947,1.0567
2008-12-31,1.432,0.7184,1.224,0.684,1.0673
2009-01-02,1.4118,0.7171,1.2101,0.6887,1.0685
2009-01-05,1.3994,0.7366,1.192,0.6848,1.1077
2009-01-06,1.3914,0.7438,1.1822,0.6767,1.1212
2009-01-07,1.3866,0.729,1.185,0.6556,1.0941
2009-01-08,1.4142,0.7292,1.189,0.6583,1.0925
2009-01-09,1.4158,0.741,1.192,0.6562,1.1096
2009-01-12,1.4676,0.7492,1.2075,0.6744,1.1139
2009-01-13,1.4981,0.7577,1.2255,0.6883,1.1212
2009-01-14,1.506,0.7591,1.2373,0.6841,1.1179
2009-01-15,1.5249,0.7637,1.2623,0.6848,1.1232
2009-01-16,1.5015,0.7551,1.254,0.6786,1.1177
2009-01-20,1.5211,0.7724,1.2604,0.7131,1.1432
2009-01-21,1.5396,0.777,1.2749,0.7284,1.1473
2009-01-22,1.5281,0.7719,1.2624,0.7225,1.1538
2009-01-23,1.5333,0.7783,1.2478,0.7322,1.1629
2009-01-26,1.5129,0.762,1.22,0.7163,1.1437
2009-01-27,1.5147,0.7599,1.2292,0.7068,1.1388
2009-01-28,1.4928,0.7551,1.2096,0.6985,1.1442
2009-01-29,1.5267,0.7699,1.2187,0.7012,1.1507
2009-01-30,1.5674,0.781,1.2365,0.6938,1.1612
2009-02-02,1.5823,0.7808,1.2408,0.7028,1.164
2009-02-03,1.5442,0.7686,1.2334,0.6947,1.1419
2009-02-04,1.5387,0.7778,1.2268,0.691,1.1579
2009-02-05,1.5293,0.7789,1.2307,0.6834,1.1654
2009-02-06,1.4892,0.7768,1.2388,0.6768,1.1694
2009-02-09,1.4633,0.7655,1.219,0.6695,1.1566
2009-02-10,1.5177,0.7712,1.2332,0.6847,1.1535
2009-02-11,1.527,0.7756,1.2418,0.696,1.1599
2009-02-12,1.5368,0.7799,1.2478,0.7019,1.1634
2009-02-13,1.5163,0.7765,1.2435,0.6934,1.1581
2009-02-17,1.5659,0.7955,1.2606,0.703,1.1744
2009-02-18,1.5662,0.797,1.2592,0.7025,1.1813
2009-02-19,1.5504,0.789,1.259,0.699,1.1742
2009-02-20,1.5579,0.788,1.2543,0.6977,1.1681
2009-02-23,1.5489,0.7845,1.2508,0.6871,1.1633
2009-02-24,1.5555,0.7848,1.2468,0.6941,1.167
2009-02-25,1.5442,0.7855,1.2558,0.701,1.1646
2009-02-26,1.53,0.7835,1.2455,0.6973,1.1647
2009-02-27,1.5579,0.7898,1.271,0.7005,1.1672
2009-03-02,1.587,0.7949,1.2891,0.7148,1.1723
2009-03-03,1.5654,0.7969,1.2937,0.7126,1.1755
2009-03-04,1.5387,0.7932,1.2768,0.7071,1.1762
2009-03-05,1.5605,0.7959,1.2875,0.708,1.1727
2009-03-06,1.5605,0.789,1.2865,0.7087,1.1525
2009-03-09,1.5845,0.7914,1.2995,0.7269,1.1634
2009-03-10,1.5449,0.7842,1.2796,0.7225,1.154
2009-03-11,1.5392,0.7828,1.2808,0.7257,1.1585
2009-03-12,1.5449,0.7813,1.2909,0.7241,1.1893
2009-03-13,1.5207,0.7757,1.2752,0.7157,1.188
2009-03-16,1.5126,0.7694,1.2723,0.7097,1.1819
2009-03-17,1.5172,0.7709,1.2717,0.7134,1.1826
2009-03-18,1.5177,0.7628,1.2715,0.7156,1.1667
2009-03-19,1.4436,0.7283,1.2336,0.6857,1.1184
2009-03-20,1.451,0.7371,1.237,0.6928,1.1243
2009-03-23,1.4298,0.737,1.2322,0.6898,1.129
2009-03-24,1.4251,0.7394,1.2263,0.6789,1.1285
2009-03-25,1.4267,0.7386,1.2245,0.6856,1.1239
2009-03-26,1.4241,0.7375,1.2327,0.6898,1.1272
2009-03-27,1.4397,0.7515,1.2392,0.6981,1.1435
2009-03-30,1.4732,0.7607,1.2582,0.7068,1.1532
2009-03-31,1.444,0.7541,1.2606,0.6993,1.1395
2009-04-01,1.4407,0.7563,1.264,0.6943,1.1465
2009-04-02,1.3949,0.7431,1.238,0.6803,1.1349
2009-04-03,1.4079,0.7437,1.2335,0.6756,1.1321
2009-04-06,1.4083,0.7483,1.2427,0.6797,1.1388
2009-04-07,1.3966,0.7529,1.2339,0.6782,1.1443
2009-04-08,1.4065,0.7526,1.2353,0.6806,1.1459
2009-04-09,1.3951,0.7605,1.2273,0.6839,1.1583
2009-04-10,1.391,0.7609,1.2273,0.6833,1.1575
2009-04-13,1.3721,0.7488,1.221,0.6743,1.1356
2009-04-14,1.3725,0.7532,1.2093,0.6708,1.1387
2009-04-15,1.3835,0.7586,1.204,0.6671,1.1453
2009-04-16,1.3887,0.7577,1.2062,0.6707,1.1471
2009-04-17,1.3881,0.7675,1.2146,0.6767,1.1674
2009-04-20,1.4245,0.775,1.2338,0.6881,1.1713
2009-04-21,1.4094,0.7705,1.2373,0.6808,1.1654
2009-04-22,1.4067,0.7685,1.2361,0.6898,1.1634
2009-04-23,1.4075,0.7664,1.2291,0.6833,1.1581
2009-04-24,1.385,0.7532,1.2095,0.6804,1.1368
2009-04-27,1.3972,0.7613,1.2106,0.6813,1.1472
2009-04-28,1.4198,0.7656,1.2238,0.6846,1.1517
2009-04-29,1.3759,0.7505,1.2008,0.6756,1.1309
2009-04-30,1.3667,0.7551,1.1939,0.6757,1.1402
2009-05-01,1.3717,0.7537,1.1868,0.672,1.1364
2009-05-04,1.3535,0.7482,1.1779,0.6673,1.1289
2009-05-05,1.3448,0.7477,1.1758,0.6623,1.1297
2009-05-06,1.3392,0.7511,1.1726,0.6639,1.1313
2009-05-07,1.3194,0.7457,1.1714,0.6658,1.1278
2009-05-08,1.3142,0.7411,1.158,0.6627,1.1202
2009-05-11,1.3134,0.7342,1.1591,0.6603,1.1067
2009-05-12,1.3098,0.7332,1.1671,0.6562,1.1052
2009-05-13,1.321,0.7346,1.1686,0.6594,1.1061
2009-05-14,1.3205,0.7349,1.1726,0.6581,1.106
2009-05-15,1.3287,0.7386,1.1756,0.6569,1.1132
2009-05-18,1.3165,0.7406,1.1656,0.6532,1.1181
2009-05-19,1.2918,0.7349,1.1567,0.6451,1.1121
2009-05-20,1.287,0.7265,1.1434,0.6382,1.1022
2009-05-21,1.2915,0.7244,1.1412,0.6344,1.101
2009-05-22,1.2734,0.714,1.1234,0.6292,1.0847
2009-05-26,1.2752,0.7147,1.1199,0.6274,1.0833
2009-05-27,1.27,0.7182,1.112,0.6224,1.0861
2009-05-28,1.2721,0.7169,1.1123,0.6267,1.0838
2009-05-29,1.2511,0.7079,1.0957,0.6188,1.0692
2009-06-01,1.2344,0.7046,1.087,0.608,1.0688
2009-06-02,1.2204,0.7008,1.0828,0.6055,1.0624
2009-06-03,1.2341,0.7045,1.0973,0.6096,1.0684
2009-06-04,1.2516,0.7049,1.0997,0.6183,1.0679
2009-06-05,1.2481,0.7148,1.1144,0.6243,1.0852
2009-06-08,1.2737,0.7203,1.1228,0.6259,1.0929
2009-06-09,1.2531,0.7136,1.1042,0.6147,1.0822
2009-06-10,1.2433,0.7152,1.11,0.6122,1.0816
2009-06-11,1.2203,0.7096,1.0977,0.6043,1.0721
2009-06-12,1.2297,0.7123,1.117,0.6052,1.0756
2009-06-15,1.2626,0.7255,1.1338,0.6147,1.0942
2009-06-16,1.25,0.7206,1.1325,0.6081,1.0853
2009-06-17,1.2679,0.722,1.1371,0.6138,1.087
2009-06-18,1.2441,0.7154,1.1273,0.6109,1.0827
2009-06-19,1.2329,0.7144,1.1287,0.6047,1.0773
2009-06-22,1.2665,0.7222,1.1547,0.6119,1.0875
2009-06-23,1.2657,0.7125,1.1557,0.6118,1.0707
2009-06-24,1.2456,0.7135,1.1462,0.6066,1.0842
2009-06-25,1.2516,0.7167,1.1576,0.6121,1.096
2009-06-26,1.2418,0.7114,1.1527,0.6061,1.0856
2009-06-29,1.2398,0.7113,1.158,0.6049,1.0849
2009-06-30,1.2415,0.7133,1.1626,0.6078,1.0867
2009-07-01,1.2338,0.7049,1.1446,0.6052,1.072
2009-07-02,1.2582,0.7134,1.16,0.6098,1.0836
2009-07-03,1.2522,0.7147,1.1625,0.6121,1.0863
2009-07-06,1.2623,0.7175,1.1608,0.6161,1.0877
2009-07-07,1.2558,0.7161,1.163,0.6189,1.0858
2009-07-08,1.2853,0.7219,1.165,0.6239,1.0923
2009-07-09,1.2765,0.713,1.1623,0.6135,1.0773
2009-07-10,1.2902,0.7181,1.1649,0.6179,1.0856
2009-07-13,1.2809,0.7157,1.1541,0.6181,1.0842
2009-07-14,1.2666,0.7158,1.1401,0.6137,1.085
2009-07-15,1.2436,0.7084,1.1192,0.6083,1.0746
2009-07-16,1.247,0.7085,1.1172,0.6091,1.0755
2009-07-17,1.248,0.7082,1.1168,0.6124,1.0766
2009-07-20,1.2299,0.7037,1.1065,0.6063,1.0688
2009-07-21,1.2311,0.7044,1.1077,0.6091,1.0677
2009-07-22,1.2253,0.7032,1.098,0.6083,1.0659
2009-07-23,1.2186,0.701,1.0867,0.6038,1.0667
2009-07-24,1.2252,0.7036,1.0843,0.6086,1.0701
2009-07-27,1.2177,0.7036,1.0833,0.6066,1.0729
2009-07-28,1.2067,0.7035,1.0802,0.6069,1.0704
2009-07-29,1.2249,0.7126,1.0881,0.6105,1.0882
2009-07-30,1.2089,0.7109,1.0814,0.6067,1.0894
2009-07-31,1.1992,0.7003,1.0791,0.5983,1.0668
2009-08-03,1.1865,0.6937,1.065,0.5898,1.0578
2009-08-04,1.1874,0.6944,1.0685,0.5906,1.0605
2009-08-05,1.1927,0.6949,1.0722,0.589,1.063
2009-08-06,1.1909,0.6965,1.076,0.5962,1.0658
2009-08-07,1.1946,0.7052,1.0838,0.5999,1.0826
2009-08-10,1.1937,0.7071,1.0848,0.6065,1.0855
2009-08-11,1.2054,0.7072,1.0987,0.606,1.0825
2009-08-12,1.2,0.7035,1.0875,0.6047,1.0765
2009-08-13,1.191,0.7001,1.0881,0.6031,1.0715
2009-08-14,1.2015,0.7034,1.0973,0.605,1.0719
2009-08-17,1.2145,0.7098,1.1077,0.6126,1.0787
2009-08-18,1.2194,0.7105,1.1097,0.6091,1.0795
2009-08-19,1.2058,0.7012,1.0968,0.604,1.063
2009-08-20,1.2037,0.7025,1.0902,0.6063,1.0659
2009-08-21,1.1977,0.6991,1.0799,0.606,1.0613
2009-08-24,1.1895,0.6983,1.074,0.6091,1.0606
2009-08-25,1.1888,0.6969,1.0727,0.6086,1.0575
2009-08-26,1.2088,0.7027,1.0988,0.616,1.0697
2009-08-27,1.1969,0.7007,1.0961,0.6168,1.0667
2009-08-28,1.1869,0.6965,1.0875,0.6123,1.056
2009-08-31,1.185,0.6967,1.0967,0.613,1.0569
2009-09-01,1.2039,0.7025,1.1028,0.6185,1.0653
